nen,n,x,y
2,0,-1.000000,1.000000
2,0,-0.991968,0.995984
2,0,-0.983936,0.991968
2,0,-0.975904,0.987952
2,0,-0.967871,0.983936
2,0,-0.959839,0.979920
2,0,-0.951807,0.975904
2,0,-0.943775,0.971888
2,0,-0.935743,0.967871
2,0,-0.927711,0.963855
2,0,-0.919679,0.959839
2,0,-0.911647,0.955823
2,0,-0.903614,0.951807
2,0,-0.895582,0.947791
2,0,-0.887550,0.943775
2,0,-0.879518,0.939759
2,0,-0.871486,0.935743
2,0,-0.863454,0.931727
2,0,-0.855422,0.927711
2,0,-0.847390,0.923695
2,0,-0.839357,0.919679
2,0,-0.831325,0.915663
2,0,-0.823293,0.911647
2,0,-0.815261,0.907631
2,0,-0.807229,0.903614
2,0,-0.799197,0.899598
2,0,-0.791165,0.895582
2,0,-0.783133,0.891566
2,0,-0.775100,0.887550
2,0,-0.767068,0.883534
2,0,-0.759036,0.879518
2,0,-0.751004,0.875502
2,0,-0.742972,0.871486
2,0,-0.734940,0.867470
2,0,-0.726908,0.863454
2,0,-0.718876,0.859438
2,0,-0.710843,0.855422
2,0,-0.702811,0.851406
2,0,-0.694779,0.847390
2,0,-0.686747,0.843373
2,0,-0.678715,0.839357
2,0,-0.670683,0.835341
2,0,-0.662651,0.831325
2,0,-0.654618,0.827309
2,0,-0.646586,0.823293
2,0,-0.638554,0.819277
2,0,-0.630522,0.815261
2,0,-0.622490,0.811245
2,0,-0.614458,0.807229
2,0,-0.606426,0.803213
2,0,-0.598394,0.799197
2,0,-0.590361,0.795181
2,0,-0.582329,0.791165
2,0,-0.574297,0.787149
2,0,-0.566265,0.783133
2,0,-0.558233,0.779116
2,0,-0.550201,0.775100
2,0,-0.542169,0.771084
2,0,-0.534137,0.767068
2,0,-0.526104,0.763052
2,0,-0.518072,0.759036
2,0,-0.510040,0.755020
2,0,-0.502008,0.751004
2,0,-0.493976,0.746988
2,0,-0.485944,0.742972
2,0,-0.477912,0.738956
2,0,-0.469880,0.734940
2,0,-0.461847,0.730924
2,0,-0.453815,0.726908
2,0,-0.445783,0.722892
2,0,-0.437751,0.718876
2,0,-0.429719,0.714859
2,0,-0.421687,0.710843
2,0,-0.413655,0.706827
2,0,-0.405622,0.702811
2,0,-0.397590,0.698795
2,0,-0.389558,0.694779
2,0,-0.381526,0.690763
2,0,-0.373494,0.686747
2,0,-0.365462,0.682731
2,0,-0.357430,0.678715
2,0,-0.349398,0.674699
2,0,-0.341365,0.670683
2,0,-0.333333,0.666667
2,0,-0.325301,0.662651
2,0,-0.317269,0.658635
2,0,-0.309237,0.654618
2,0,-0.301205,0.650602
2,0,-0.293173,0.646586
2,0,-0.285141,0.642570
2,0,-0.277108,0.638554
2,0,-0.269076,0.634538
2,0,-0.261044,0.630522
2,0,-0.253012,0.626506
2,0,-0.244980,0.622490
2,0,-0.236948,0.618474
2,0,-0.228916,0.614458
2,0,-0.220884,0.610442
2,0,-0.212851,0.606426
2,0,-0.204819,0.602410
2,0,-0.196787,0.598394
2,0,-0.188755,0.594378
2,0,-0.180723,0.590361
2,0,-0.172691,0.586345
2,0,-0.164659,0.582329
2,0,-0.156627,0.578313
2,0,-0.148594,0.574297
2,0,-0.140562,0.570281
2,0,-0.132530,0.566265
2,0,-0.124498,0.562249
2,0,-0.116466,0.558233
2,0,-0.108434,0.554217
2,0,-0.100402,0.550201
2,0,-0.092369,0.546185
2,0,-0.084337,0.542169
2,0,-0.076305,0.538153
2,0,-0.068273,0.534137
2,0,-0.060241,0.530120
2,0,-0.052209,0.526104
2,0,-0.044177,0.522088
2,0,-0.036145,0.518072
2,0,-0.028112,0.514056
2,0,-0.020080,0.510040
2,0,-0.012048,0.506024
2,0,-0.004016,0.502008
2,0,0.004016,0.497992
2,0,0.012048,0.493976
2,0,0.020080,0.489960
2,0,0.028112,0.485944
2,0,0.036145,0.481928
2,0,0.044177,0.477912
2,0,0.052209,0.473896
2,0,0.060241,0.469880
2,0,0.068273,0.465863
2,0,0.076305,0.461847
2,0,0.084337,0.457831
2,0,0.092369,0.453815
2,0,0.100402,0.449799
2,0,0.108434,0.445783
2,0,0.116466,0.441767
2,0,0.124498,0.437751
2,0,0.132530,0.433735
2,0,0.140562,0.429719
2,0,0.148594,0.425703
2,0,0.156627,0.421687
2,0,0.164659,0.417671
2,0,0.172691,0.413655
2,0,0.180723,0.409639
2,0,0.188755,0.405622
2,0,0.196787,0.401606
2,0,0.204819,0.397590
2,0,0.212851,0.393574
2,0,0.220884,0.389558
2,0,0.228916,0.385542
2,0,0.236948,0.381526
2,0,0.244980,0.377510
2,0,0.253012,0.373494
2,0,0.261044,0.369478
2,0,0.269076,0.365462
2,0,0.277108,0.361446
2,0,0.285141,0.357430
2,0,0.293173,0.353414
2,0,0.301205,0.349398
2,0,0.309237,0.345382
2,0,0.317269,0.341365
2,0,0.325301,0.337349
2,0,0.333333,0.333333
2,0,0.341365,0.329317
2,0,0.349398,0.325301
2,0,0.357430,0.321285
2,0,0.365462,0.317269
2,0,0.373494,0.313253
2,0,0.381526,0.309237
2,0,0.389558,0.305221
2,0,0.397590,0.301205
2,0,0.405622,0.297189
2,0,0.413655,0.293173
2,0,0.421687,0.289157
2,0,0.429719,0.285141
2,0,0.437751,0.281124
2,0,0.445783,0.277108
2,0,0.453815,0.273092
2,0,0.461847,0.269076
2,0,0.469880,0.265060
2,0,0.477912,0.261044
2,0,0.485944,0.257028
2,0,0.493976,0.253012
2,0,0.502008,0.248996
2,0,0.510040,0.244980
2,0,0.518072,0.240964
2,0,0.526104,0.236948
2,0,0.534137,0.232932
2,0,0.542169,0.228916
2,0,0.550201,0.224900
2,0,0.558233,0.220884
2,0,0.566265,0.216867
2,0,0.574297,0.212851
2,0,0.582329,0.208835
2,0,0.590361,0.204819
2,0,0.598394,0.200803
2,0,0.606426,0.196787
2,0,0.614458,0.192771
2,0,0.622490,0.188755
2,0,0.630522,0.184739
2,0,0.638554,0.180723
2,0,0.646586,0.176707
2,0,0.654618,0.172691
2,0,0.662651,0.168675
2,0,0.670683,0.164659
2,0,0.678715,0.160643
2,0,0.686747,0.156627
2,0,0.694779,0.152610
2,0,0.702811,0.148594
2,0,0.710843,0.144578
2,0,0.718876,0.140562
2,0,0.726908,0.136546
2,0,0.734940,0.132530
2,0,0.742972,0.128514
2,0,0.751004,0.124498
2,0,0.759036,0.120482
2,0,0.767068,0.116466
2,0,0.775100,0.112450
2,0,0.783133,0.108434
2,0,0.791165,0.104418
2,0,0.799197,0.100402
2,0,0.807229,0.096386
2,0,0.815261,0.092369
2,0,0.823293,0.088353
2,0,0.831325,0.084337
2,0,0.839357,0.080321
2,0,0.847390,0.076305
2,0,0.855422,0.072289
2,0,0.863454,0.068273
2,0,0.871486,0.064257
2,0,0.879518,0.060241
2,0,0.887550,0.056225
2,0,0.895582,0.052209
2,0,0.903614,0.048193
2,0,0.911647,0.044177
2,0,0.919679,0.040161
2,0,0.927711,0.036145
2,0,0.935743,0.032129
2,0,0.943775,0.028112
2,0,0.951807,0.024096
2,0,0.959839,0.020080
2,0,0.967871,0.016064
2,0,0.975904,0.012048
2,0,0.983936,0.008032
2,0,0.991968,0.004016
2,0,1.000000,-0.000000
2,1,-1.000000,0.000000
2,1,-0.991968,0.004016
2,1,-0.983936,0.008032
2,1,-0.975904,0.012048
2,1,-0.967871,0.016064
2,1,-0.959839,0.020080
2,1,-0.951807,0.024096
2,1,-0.943775,0.028112
2,1,-0.935743,0.032129
2,1,-0.927711,0.036145
2,1,-0.919679,0.040161
2,1,-0.911647,0.044177
2,1,-0.903614,0.048193
2,1,-0.895582,0.052209
2,1,-0.887550,0.056225
2,1,-0.879518,0.060241
2,1,-0.871486,0.064257
2,1,-0.863454,0.068273
2,1,-0.855422,0.072289
2,1,-0.847390,0.076305
2,1,-0.839357,0.080321
2,1,-0.831325,0.084337
2,1,-0.823293,0.088353
2,1,-0.815261,0.092369
2,1,-0.807229,0.096386
2,1,-0.799197,0.100402
2,1,-0.791165,0.104418
2,1,-0.783133,0.108434
2,1,-0.775100,0.112450
2,1,-0.767068,0.116466
2,1,-0.759036,0.120482
2,1,-0.751004,0.124498
2,1,-0.742972,0.128514
2,1,-0.734940,0.132530
2,1,-0.726908,0.136546
2,1,-0.718876,0.140562
2,1,-0.710843,0.144578
2,1,-0.702811,0.148594
2,1,-0.694779,0.152610
2,1,-0.686747,0.156627
2,1,-0.678715,0.160643
2,1,-0.670683,0.164659
2,1,-0.662651,0.168675
2,1,-0.654618,0.172691
2,1,-0.646586,0.176707
2,1,-0.638554,0.180723
2,1,-0.630522,0.184739
2,1,-0.622490,0.188755
2,1,-0.614458,0.192771
2,1,-0.606426,0.196787
2,1,-0.598394,0.200803
2,1,-0.590361,0.204819
2,1,-0.582329,0.208835
2,1,-0.574297,0.212851
2,1,-0.566265,0.216867
2,1,-0.558233,0.220884
2,1,-0.550201,0.224900
2,1,-0.542169,0.228916
2,1,-0.534137,0.232932
2,1,-0.526104,0.236948
2,1,-0.518072,0.240964
2,1,-0.510040,0.244980
2,1,-0.502008,0.248996
2,1,-0.493976,0.253012
2,1,-0.485944,0.257028
2,1,-0.477912,0.261044
2,1,-0.469880,0.265060
2,1,-0.461847,0.269076
2,1,-0.453815,0.273092
2,1,-0.445783,0.277108
2,1,-0.437751,0.281124
2,1,-0.429719,0.285141
2,1,-0.421687,0.289157
2,1,-0.413655,0.293173
2,1,-0.405622,0.297189
2,1,-0.397590,0.301205
2,1,-0.389558,0.305221
2,1,-0.381526,0.309237
2,1,-0.373494,0.313253
2,1,-0.365462,0.317269
2,1,-0.357430,0.321285
2,1,-0.349398,0.325301
2,1,-0.341365,0.329317
2,1,-0.333333,0.333333
2,1,-0.325301,0.337349
2,1,-0.317269,0.341365
2,1,-0.309237,0.345382
2,1,-0.301205,0.349398
2,1,-0.293173,0.353414
2,1,-0.285141,0.357430
2,1,-0.277108,0.361446
2,1,-0.269076,0.365462
2,1,-0.261044,0.369478
2,1,-0.253012,0.373494
2,1,-0.244980,0.377510
2,1,-0.236948,0.381526
2,1,-0.228916,0.385542
2,1,-0.220884,0.389558
2,1,-0.212851,0.393574
2,1,-0.204819,0.397590
2,1,-0.196787,0.401606
2,1,-0.188755,0.405622
2,1,-0.180723,0.409639
2,1,-0.172691,0.413655
2,1,-0.164659,0.417671
2,1,-0.156627,0.421687
2,1,-0.148594,0.425703
2,1,-0.140562,0.429719
2,1,-0.132530,0.433735
2,1,-0.124498,0.437751
2,1,-0.116466,0.441767
2,1,-0.108434,0.445783
2,1,-0.100402,0.449799
2,1,-0.092369,0.453815
2,1,-0.084337,0.457831
2,1,-0.076305,0.461847
2,1,-0.068273,0.465863
2,1,-0.060241,0.469880
2,1,-0.052209,0.473896
2,1,-0.044177,0.477912
2,1,-0.036145,0.481928
2,1,-0.028112,0.485944
2,1,-0.020080,0.489960
2,1,-0.012048,0.493976
2,1,-0.004016,0.497992
2,1,0.004016,0.502008
2,1,0.012048,0.506024
2,1,0.020080,0.510040
2,1,0.028112,0.514056
2,1,0.036145,0.518072
2,1,0.044177,0.522088
2,1,0.052209,0.526104
2,1,0.060241,0.530120
2,1,0.068273,0.534137
2,1,0.076305,0.538153
2,1,0.084337,0.542169
2,1,0.092369,0.546185
2,1,0.100402,0.550201
2,1,0.108434,0.554217
2,1,0.116466,0.558233
2,1,0.124498,0.562249
2,1,0.132530,0.566265
2,1,0.140562,0.570281
2,1,0.148594,0.574297
2,1,0.156627,0.578313
2,1,0.164659,0.582329
2,1,0.172691,0.586345
2,1,0.180723,0.590361
2,1,0.188755,0.594378
2,1,0.196787,0.598394
2,1,0.204819,0.602410
2,1,0.212851,0.606426
2,1,0.220884,0.610442
2,1,0.228916,0.614458
2,1,0.236948,0.618474
2,1,0.244980,0.622490
2,1,0.253012,0.626506
2,1,0.261044,0.630522
2,1,0.269076,0.634538
2,1,0.277108,0.638554
2,1,0.285141,0.642570
2,1,0.293173,0.646586
2,1,0.301205,0.650602
2,1,0.309237,0.654618
2,1,0.317269,0.658635
2,1,0.325301,0.662651
2,1,0.333333,0.666667
2,1,0.341365,0.670683
2,1,0.349398,0.674699
2,1,0.357430,0.678715
2,1,0.365462,0.682731
2,1,0.373494,0.686747
2,1,0.381526,0.690763
2,1,0.389558,0.694779
2,1,0.397590,0.698795
2,1,0.405622,0.702811
2,1,0.413655,0.706827
2,1,0.421687,0.710843
2,1,0.429719,0.714859
2,1,0.437751,0.718876
2,1,0.445783,0.722892
2,1,0.453815,0.726908
2,1,0.461847,0.730924
2,1,0.469880,0.734940
2,1,0.477912,0.738956
2,1,0.485944,0.742972
2,1,0.493976,0.746988
2,1,0.502008,0.751004
2,1,0.510040,0.755020
2,1,0.518072,0.759036
2,1,0.526104,0.763052
2,1,0.534137,0.767068
2,1,0.542169,0.771084
2,1,0.550201,0.775100
2,1,0.558233,0.779116
2,1,0.566265,0.783133
2,1,0.574297,0.787149
2,1,0.582329,0.791165
2,1,0.590361,0.795181
2,1,0.598394,0.799197
2,1,0.606426,0.803213
2,1,0.614458,0.807229
2,1,0.622490,0.811245
2,1,0.630522,0.815261
2,1,0.638554,0.819277
2,1,0.646586,0.823293
2,1,0.654618,0.827309
2,1,0.662651,0.831325
2,1,0.670683,0.835341
2,1,0.678715,0.839357
2,1,0.686747,0.843373
2,1,0.694779,0.847390
2,1,0.702811,0.851406
2,1,0.710843,0.855422
2,1,0.718876,0.859438
2,1,0.726908,0.863454
2,1,0.734940,0.867470
2,1,0.742972,0.871486
2,1,0.751004,0.875502
2,1,0.759036,0.879518
2,1,0.767068,0.883534
2,1,0.775100,0.887550
2,1,0.783133,0.891566
2,1,0.791165,0.895582
2,1,0.799197,0.899598
2,1,0.807229,0.903614
2,1,0.815261,0.907631
2,1,0.823293,0.911647
2,1,0.831325,0.915663
2,1,0.839357,0.919679
2,1,0.847390,0.923695
2,1,0.855422,0.927711
2,1,0.863454,0.931727
2,1,0.871486,0.935743
2,1,0.879518,0.939759
2,1,0.887550,0.943775
2,1,0.895582,0.947791
2,1,0.903614,0.951807
2,1,0.911647,0.955823
2,1,0.919679,0.959839
2,1,0.927711,0.963855
2,1,0.935743,0.967871
2,1,0.943775,0.971888
2,1,0.951807,0.975904
2,1,0.959839,0.979920
2,1,0.967871,0.983936
2,1,0.975904,0.987952
2,1,0.983936,0.991968
2,1,0.991968,0.995984
2,1,1.000000,1.000000
3,0,-1.000000,1.000000
3,0,-0.991968,0.987984
3,0,-0.983936,0.976033
3,0,-0.975904,0.964146
3,0,-0.967871,0.952323
3,0,-0.959839,0.940565
3,0,-0.951807,0.928872
3,0,-0.943775,0.917243
3,0,-0.935743,0.905679
3,0,-0.927711,0.894179
3,0,-0.919679,0.882744
3,0,-0.911647,0.871373
3,0,-0.903614,0.860067
3,0,-0.895582,0.848825
3,0,-0.887550,0.837648
3,0,-0.879518,0.826535
3,0,-0.871486,0.815487
3,0,-0.863454,0.804503
3,0,-0.855422,0.793584
3,0,-0.847390,0.782729
3,0,-0.839357,0.771939
3,0,-0.831325,0.761214
3,0,-0.823293,0.750552
3,0,-0.815261,0.739956
3,0,-0.807229,0.729424
3,0,-0.799197,0.718956
3,0,-0.791165,0.708553
3,0,-0.783133,0.698215
3,0,-0.775100,0.687941
3,0,-0.767068,0.677731
3,0,-0.759036,0.667586
3,0,-0.751004,0.657506
3,0,-0.742972,0.647490
3,0,-0.734940,0.637538
3,0,-0.726908,0.627651
3,0,-0.718876,0.617829
3,0,-0.710843,0.608071
3,0,-0.702811,0.598377
3,0,-0.694779,0.588749
3,0,-0.686747,0.579184
3,0,-0.678715,0.569684
3,0,-0.670683,0.560249
3,0,-0.662651,0.550878
3,0,-0.654618,0.541572
3,0,-0.646586,0.532330
3,0,-0.638554,0.523153
3,0,-0.630522,0.514040
3,0,-0.622490,0.504992
3,0,-0.614458,0.496008
3,0,-0.606426,0.487089
3,0,-0.598394,0.478234
3,0,-0.590361,0.469444
3,0,-0.582329,0.460718
3,0,-0.574297,0.452057
3,0,-0.566265,0.443461
3,0,-0.558233,0.434928
3,0,-0.550201,0.426461
3,0,-0.542169,0.418058
3,0,-0.534137,0.409719
3,0,-0.526104,0.401445
3,0,-0.518072,0.393236
3,0,-0.510040,0.385091
3,0,-0.502008,0.377010
3,0,-0.493976,0.368994
3,0,-0.485944,0.361043
3,0,-0.477912,0.353156
3,0,-0.469880,0.345333
3,0,-0.461847,0.337575
3,0,-0.453815,0.329882
3,0,-0.445783,0.322253
3,0,-0.437751,0.314688
3,0,-0.429719,0.307189
3,0,-0.421687,0.299753
3,0,-0.413655,0.292382
3,0,-0.405622,0.285076
3,0,-0.397590,0.277834
3,0,-0.389558,0.270657
3,0,-0.381526,0.263544
3,0,-0.373494,0.256496
3,0,-0.365462,0.249512
3,0,-0.357430,0.242593
3,0,-0.349398,0.235738
3,0,-0.341365,0.228948
3,0,-0.333333,0.222222
3,0,-0.325301,0.215561
3,0,-0.317269,0.208964
3,0,-0.309237,0.202432
3,0,-0.301205,0.195965
3,0,-0.293173,0.189561
3,0,-0.285141,0.183223
3,0,-0.277108,0.176949
3,0,-0.269076,0.170739
3,0,-0.261044,0.164594
3,0,-0.253012,0.158514
3,0,-0.244980,0.152498
3,0,-0.236948,0.146546
3,0,-0.228916,0.140659
3,0,-0.220884,0.134837
3,0,-0.212851,0.129079
3,0,-0.204819,0.123385
3,0,-0.196787,0.117756
3,0,-0.188755,0.112192
3,0,-0.180723,0.106692
3,0,-0.172691,0.101256
3,0,-0.164659,0.095886
3,0,-0.156627,0.090579
3,0,-0.148594,0.085337
3,0,-0.140562,0.080160
3,0,-0.132530,0.075047
3,0,-0.124498,0.069999
3,0,-0.116466,0.065015
3,0,-0.108434,0.060096
3,0,-0.100402,0.055241
3,0,-0.092369,0.050451
3,0,-0.084337,0.045725
3,0,-0.076305,0.041064
3,0,-0.068273,0.036467
3,0,-0.060241,0.031935
3,0,-0.052209,0.027467
3,0,-0.044177,0.023064
3,0,-0.036145,0.018726
3,0,-0.028112,0.014451
3,0,-0.020080,0.010242
3,0,-0.012048,0.006097
3,0,-0.004016,0.002016
3,0,0.004016,-0.002000
3,0,0.012048,-0.005952
3,0,0.020080,-0.009839
3,0,0.028112,-0.013661
3,0,0.036145,-0.017419
3,0,0.044177,-0.021113
3,0,0.052209,-0.024742
3,0,0.060241,-0.028306
3,0,0.068273,-0.031806
3,0,0.076305,-0.035241
3,0,0.084337,-0.038612
3,0,0.092369,-0.041919
3,0,0.100402,-0.045161
3,0,0.108434,-0.048338
3,0,0.116466,-0.051451
3,0,0.124498,-0.054499
3,0,0.132530,-0.057483
3,0,0.140562,-0.060402
3,0,0.148594,-0.063257
3,0,0.156627,-0.066047
3,0,0.164659,-0.068773
3,0,0.172691,-0.071434
3,0,0.180723,-0.074031
3,0,0.188755,-0.076563
3,0,0.196787,-0.079031
3,0,0.204819,-0.081434
3,0,0.212851,-0.083773
3,0,0.220884,-0.086047
3,0,0.228916,-0.088257
3,0,0.236948,-0.090402
3,0,0.244980,-0.092482
3,0,0.253012,-0.094498
3,0,0.261044,-0.096450
3,0,0.269076,-0.098337
3,0,0.277108,-0.100160
3,0,0.285141,-0.101918
3,0,0.293173,-0.103611
3,0,0.301205,-0.105240
3,0,0.309237,-0.106805
3,0,0.317269,-0.108305
3,0,0.325301,-0.109740
3,0,0.333333,-0.111111
3,0,0.341365,-0.112418
3,0,0.349398,-0.113659
3,0,0.357430,-0.114837
3,0,0.365462,-0.115950
3,0,0.373494,-0.116998
3,0,0.381526,-0.117982
3,0,0.389558,-0.118901
3,0,0.397590,-0.119756
3,0,0.405622,-0.120546
3,0,0.413655,-0.121272
3,0,0.421687,-0.121934
3,0,0.429719,-0.122530
3,0,0.437751,-0.123063
3,0,0.445783,-0.123530
3,0,0.453815,-0.123933
3,0,0.461847,-0.124272
3,0,0.469880,-0.124546
3,0,0.477912,-0.124756
3,0,0.485944,-0.124901
3,0,0.493976,-0.124982
3,0,0.502008,-0.124998
3,0,0.510040,-0.124950
3,0,0.518072,-0.124837
3,0,0.526104,-0.124659
3,0,0.534137,-0.124417
3,0,0.542169,-0.124111
3,0,0.550201,-0.123740
3,0,0.558233,-0.123304
3,0,0.566265,-0.122804
3,0,0.574297,-0.122240
3,0,0.582329,-0.121611
3,0,0.590361,-0.120917
3,0,0.598394,-0.120159
3,0,0.606426,-0.119337
3,0,0.614458,-0.118450
3,0,0.622490,-0.117498
3,0,0.630522,-0.116482
3,0,0.638554,-0.115401
3,0,0.646586,-0.114256
3,0,0.654618,-0.113047
3,0,0.662651,-0.111772
3,0,0.670683,-0.110434
3,0,0.678715,-0.109030
3,0,0.686747,-0.107563
3,0,0.694779,-0.106031
3,0,0.702811,-0.104434
3,0,0.710843,-0.102773
3,0,0.718876,-0.101047
3,0,0.726908,-0.099256
3,0,0.734940,-0.097402
3,0,0.742972,-0.095482
3,0,0.751004,-0.093498
3,0,0.759036,-0.091450
3,0,0.767068,-0.089337
3,0,0.775100,-0.087160
3,0,0.783133,-0.084918
3,0,0.791165,-0.082612
3,0,0.799197,-0.080241
3,0,0.807229,-0.077805
3,0,0.815261,-0.075305
3,0,0.823293,-0.072741
3,0,0.831325,-0.070112
3,0,0.839357,-0.067418
3,0,0.847390,-0.064660
3,0,0.855422,-0.061838
3,0,0.863454,-0.058951
3,0,0.871486,-0.055999
3,0,0.879518,-0.052983
3,0,0.887550,-0.049902
3,0,0.895582,-0.046757
3,0,0.903614,-0.043548
3,0,0.911647,-0.040274
3,0,0.919679,-0.036935
3,0,0.927711,-0.033532
3,0,0.935743,-0.030064
3,0,0.943775,-0.026532
3,0,0.951807,-0.022935
3,0,0.959839,-0.019274
3,0,0.967871,-0.015548
3,0,0.975904,-0.011758
3,0,0.983936,-0.007903
3,0,0.991968,-0.003984
3,0,1.000000,0.000000
3,1,-1.000000,0.000000
3,1,-0.991968,0.016000
