nen,n,x,y
4,1,-0.991968,0.035783
4,1,-0.983936,0.070845
4,1,-0.975904,0.105191
4,1,-0.967871,0.138828
4,1,-0.959839,0.171760
4,1,-0.951807,0.203992
4,1,-0.943775,0.235530
4,1,-0.935743,0.266379
4,1,-0.927711,0.296544
4,1,-0.919679,0.326030
4,1,-0.911647,0.354844
4,1,-0.903614,0.382989
4,1,-0.895582,0.410471
4,1,-0.887550,0.437296
4,1,-0.879518,0.463468
4,1,-0.871486,0.488993
4,1,-0.863454,0.513877
4,1,-0.855422,0.538123
4,1,-0.847390,0.561739
4,1,-0.839357,0.584728
4,1,-0.831325,0.607097
4,1,-0.823293,0.628850
4,1,-0.815261,0.649992
4,1,-0.807229,0.670529
4,1,-0.799197,0.690467
4,1,-0.791165,0.709810
4,1,-0.783133,0.728563
4,1,-0.775100,0.746733
4,1,-0.767068,0.764323
4,1,-0.759036,0.781340
4,1,-0.751004,0.797788
4,1,-0.742972,0.813674
4,1,-0.734940,0.829001
4,1,-0.726908,0.843776
4,1,-0.718876,0.858003
4,1,-0.710843,0.871688
4,1,-0.702811,0.884836
4,1,-0.694779,0.897453
4,1,-0.686747,0.909543
4,1,-0.678715,0.921112
4,1,-0.670683,0.932165
4,1,-0.662651,0.942708
4,1,-0.654618,0.952745
4,1,-0.646586,0.962281
4,1,-0.638554,0.971323
4,1,-0.630522,0.979875
4,1,-0.622490,0.987943
4,1,-0.614458,0.995532
4,1,-0.606426,1.002646
4,1,-0.598394,1.009292
4,1,-0.590361,1.015474
4,1,-0.582329,1.021198
4,1,-0.574297,1.026470
4,1,-0.566265,1.031293
4,1,-0.558233,1.035674
4,1,-0.550201,1.039618
4,1,-0.542169,1.043130
4,1,-0.534137,1.046215
4,1,-0.526104,1.048878
4,1,-0.518072,1.051126
4,1,-0.510040,1.052962
4,1,-0.502008,1.054393
4,1,-0.493976,1.055423
4,1,-0.485944,1.056058
4,1,-0.477912,1.056302
4,1,-0.469880,1.056163
4,1,-0.461847,1.055643
4,1,-0.453815,1.054749
4,1,-0.445783,1.053487
4,1,-0.437751,1.051860
4,1,-0.429719,1.049875
4,1,-0.421687,1.047537
4,1,-0.413655,1.044851
4,1,-0.405622,1.041822
4,1,-0.397590,1.038455
4,1,-0.389558,1.034756
4,1,-0.381526,1.030730
4,1,-0.373494,1.026382
4,1,-0.365462,1.021718
4,1,-0.357430,1.016742
4,1,-0.349398,1.011461
4,1,-0.341365,1.005878
4,1,-0.333333,1.000000
4,1,-0.325301,0.993832
4,1,-0.317269,0.987378
4,1,-0.309237,0.980645
4,1,-0.301205,0.973637
4,1,-0.293173,0.966360
4,1,-0.285141,0.958819
4,1,-0.277108,0.951018
4,1,-0.269076,0.942965
4,1,-0.261044,0.934663
4,1,-0.253012,0.926118
4,1,-0.244980,0.917335
4,1,-0.236948,0.908319
4,1,-0.228916,0.899076
4,1,-0.220884,0.889611
4,1,-0.212851,0.879929
4,1,-0.204819,0.870036
4,1,-0.196787,0.859936
4,1,-0.188755,0.849635
4,1,-0.180723,0.839138
4,1,-0.172691,0.828450
4,1,-0.164659,0.817577
4,1,-0.156627,0.806524
4,1,-0.148594,0.795296
4,1,-0.140562,0.783899
4,1,-0.132530,0.772337
4,1,-0.124498,0.760615
4,1,-0.116466,0.748740
4,1,-0.108434,0.736717
4,1,-0.100402,0.724550
4,1,-0.092369,0.712244
4,1,-0.084337,0.699806
4,1,-0.076305,0.687240
4,1,-0.068273,0.674552
4,1,-0.060241,0.661746
4,1,-0.052209,0.648829
4,1,-0.044177,0.635805
4,1,-0.036145,0.622679
4,1,-0.028112,0.609458
4,1,-0.020080,0.596145
4,1,-0.012048,0.582747
4,1,-0.004016,0.569268
4,1,0.004016,0.555714
4,1,0.012048,0.542090
4,1,0.020080,0.528401
4,1,0.028112,0.514653
4,1,0.036145,0.500851
4,1,0.044177,0.487000
4,1,0.052209,0.473104
4,1,0.060241,0.459171
4,1,0.068273,0.445204
4,1,0.076305,0.431210
4,1,0.084337,0.417192
4,1,0.092369,0.403157
4,1,0.100402,0.389110
4,1,0.108434,0.375056
4,1,0.116466,0.361000
4,1,0.124498,0.346947
4,1,0.132530,0.332904
4,1,0.140562,0.318874
4,1,0.148594,0.304864
4,1,0.156627,0.290878
4,1,0.164659,0.276921
4,1,0.172691,0.263000
4,1,0.180723,0.249119
4,1,0.188755,0.235283
4,1,0.196787,0.221499
4,1,0.204819,0.207770
4,1,0.212851,0.194102
4,1,0.220884,0.180501
4,1,0.228916,0.166971
4,1,0.236948,0.153519
4,1,0.244980,0.140148
4,1,0.253012,0.126865
4,1,0.261044,0.113675
4,1,0.269076,0.100583
4,1,0.277108,0.087594
4,1,0.285141,0.074713
4,1,0.293173,0.061946
4,1,0.301205,0.049298
4,1,0.309237,0.036774
4,1,0.317269,0.024380
4,1,0.325301,0.012120
4,1,0.333333,-0.000000
4,1,0.341365,-0.011975
4,1,0.349398,-0.023799
4,1,0.357430,-0.035468
4,1,0.365462,-0.046976
4,1,0.373494,-0.058317
4,1,0.381526,-0.069487
4,1,0.389558,-0.080481
4,1,0.397590,-0.091293
4,1,0.405622,-0.101917
4,1,0.413655,-0.112350
4,1,0.421687,-0.122584
4,1,0.429719,-0.132616
4,1,0.437751,-0.142439
4,1,0.445783,-0.152050
4,1,0.453815,-0.161441
4,1,0.461847,-0.170609
4,1,0.469880,-0.179548
4,1,0.477912,-0.188252
4,1,0.485944,-0.196717
4,1,0.493976,-0.204936
4,1,0.502008,-0.212906
4,1,0.510040,-0.220621
4,1,0.518072,-0.228074
4,1,0.526104,-0.235262
4,1,0.534137,-0.242179
4,1,0.542169,-0.248820
4,1,0.550201,-0.255179
4,1,0.558233,-0.261251
4,1,0.566265,-0.267031
4,1,0.574297,-0.272514
4,1,0.582329,-0.277694
4,1,0.590361,-0.282567
4,1,0.598394,-0.287126
4,1,0.606426,-0.291367
4,1,0.614458,-0.295285
4,1,0.622490,-0.298874
4,1,0.630522,-0.302128
4,1,0.638554,-0.305044
4,1,0.646586,-0.307615
4,1,0.654618,-0.309836
4,1,0.662651,-0.311702
4,1,0.670683,-0.313208
4,1,0.678715,-0.314348
4,1,0.686747,-0.315117
4,1,0.694779,-0.315511
4,1,0.702811,-0.315523
4,1,0.710843,-0.315149
4,1,0.718876,-0.314383
4,1,0.726908,-0.313220
4,1,0.734940,-0.311655
4,1,0.742972,-0.309682
4,1,0.751004,-0.307296
4,1,0.759036,-0.304493
4,1,0.767068,-0.301266
4,1,0.775100,-0.297611
4,1,0.783133,-0.293522
4,1,0.791165,-0.288994
4,1,0.799197,-0.284022
4,1,0.807229,-0.278600
4,1,0.815261,-0.272724
4,1,0.823293,-0.266388
4,1,0.831325,-0.259586
4,1,0.839357,-0.252314
4,1,0.847390,-0.244567
4,1,0.855422,-0.236338
4,1,0.863454,-0.227623
4,1,0.871486,-0.218417
4,1,0.879518,-0.208714
4,1,0.887550,-0.198509
4,1,0.895582,-0.187797
4,1,0.903614,-0.176573
4,1,0.911647,-0.164831
4,1,0.919679,-0.152566
4,1,0.927711,-0.139772
4,1,0.935743,-0.126446
4,1,0.943775,-0.112580
4,1,0.951807,-0.098171
4,1,0.959839,-0.083213
4,1,0.967871,-0.067700
4,1,0.975904,-0.051628
4,1,0.983936,-0.034990
4,1,0.991968,-0.017783
4,1,1.000000,0.000000
4,2,-1.000000,-0.000000
4,2,-0.991968,-0.017783
4,2,-0.983936,-0.034990
4,2,-0.975904,-0.051628
4,2,-0.967871,-0.067700
4,2,-0.959839,-0.083213
4,2,-0.951807,-0.098171
4,2,-0.943775,-0.112580
4,2,-0.935743,-0.126446
4,2,-0.927711,-0.139772
4,2,-0.919679,-0.152566
4,2,-0.911647,-0.164831
4,2,-0.903614,-0.176573
4,2,-0.895582,-0.187797
4,2,-0.887550,-0.198509
4,2,-0.879518,-0.208714
4,2,-0.871486,-0.218417
4,2,-0.863454,-0.227623
4,2,-0.855422,-0.236338
4,2,-0.847390,-0.244567
4,2,-0.839357,-0.252314
4,2,-0.831325,-0.259586
4,2,-0.823293,-0.266388
4,2,-0.815261,-0.272724
4,2,-0.807229,-0.278600
4,2,-0.799197,-0.284022
4,2,-0.791165,-0.288994
4,2,-0.783133,-0.293522
4,2,-0.775100,-0.297611
4,2,-0.767068,-0.301266
4,2,-0.759036,-0.304493
4,2,-0.751004,-0.307296
4,2,-0.742972,-0.309682
4,2,-0.734940,-0.311655
4,2,-0.726908,-0.313220
4,2,-0.718876,-0.314383
4,2,-0.710843,-0.315149
4,2,-0.702811,-0.315523
4,2,-0.694779,-0.315511
4,2,-0.686747,-0.315117
4,2,-0.678715,-0.314348
4,2,-0.670683,-0.313208
4,2,-0.662651,-0.311702
4,2,-0.654618,-0.309836
4,2,-0.646586,-0.307615
4,2,-0.638554,-0.305044
4,2,-0.630522,-0.302128
4,2,-0.622490,-0.298874
4,2,-0.614458,-0.295285
4,2,-0.606426,-0.291367
4,2,-0.598394,-0.287126
4,2,-0.590361,-0.282567
4,2,-0.582329,-0.277694
4,2,-0.574297,-0.272514
4,2,-0.566265,-0.267031
4,2,-0.558233,-0.261251
4,2,-0.550201,-0.255179
4,2,-0.542169,-0.248820
4,2,-0.534137,-0.242179
4,2,-0.526104,-0.235262
4,2,-0.518072,-0.228074
4,2,-0.510040,-0.220621
4,2,-0.502008,-0.212906
4,2,-0.493976,-0.204936
4,2,-0.485944,-0.196717
4,2,-0.477912,-0.188252
4,2,-0.469880,-0.179548
4,2,-0.461847,-0.170609
4,2,-0.453815,-0.161441
4,2,-0.445783,-0.152050
4,2,-0.437751,-0.142439
4,2,-0.429719,-0.132616
4,2,-0.421687,-0.122584
4,2,-0.413655,-0.112350
4,2,-0.405622,-0.101917
4,2,-0.397590,-0.091293
4,2,-0.389558,-0.080481
4,2,-0.381526,-0.069487
4,2,-0.373494,-0.058317
4,2,-0.365462,-0.046976
4,2,-0.357430,-0.035468
4,2,-0.349398,-0.023799
4,2,-0.341365,-0.011975
4,2,-0.333333,0.000000
4,2,-0.325301,0.012120
4,2,-0.317269,0.024380
4,2,-0.309237,0.036774
4,2,-0.301205,0.049298
4,2,-0.293173,0.061946
4,2,-0.285141,0.074713
4,2,-0.277108,0.087594
4,2,-0.269076,0.100583
4,2,-0.261044,0.113675
4,2,-0.253012,0.126865
4,2,-0.244980,0.140148
4,2,-0.236948,0.153519
4,2,-0.228916,0.166971
4,2,-0.220884,0.180501
4,2,-0.212851,0.194102
4,2,-0.204819,0.207770
4,2,-0.196787,0.221499
4,2,-0.188755,0.235283
4,2,-0.180723,0.249119
4,2,-0.172691,0.263000
4,2,-0.164659,0.276921
4,2,-0.156627,0.290878
4,2,-0.148594,0.304864
4,2,-0.140562,0.318874
4,2,-0.132530,0.332904
4,2,-0.124498,0.346947
4,2,-0.116466,0.361000
4,2,-0.108434,0.375056
4,2,-0.100402,0.389110
4,2,-0.092369,0.403157
4,2,-0.084337,0.417192
4,2,-0.076305,0.431210
4,2,-0.068273,0.445204
4,2,-0.060241,0.459171
4,2,-0.052209,0.473104
4,2,-0.044177,0.487000
4,2,-0.036145,0.500851
4,2,-0.028112,0.514653
4,2,-0.020080,0.528401
4,2,-0.012048,0.542090
4,2,-0.004016,0.555714
4,2,0.004016,0.569268
4,2,0.012048,0.582747
4,2,0.020080,0.596145
4,2,0.028112,0.609458
4,2,0.036145,0.622679
4,2,0.044177,0.635805
4,2,0.052209,0.648829
4,2,0.060241,0.661746
4,2,0.068273,0.674552
4,2,0.076305,0.687240
4,2,0.084337,0.699806
4,2,0.092369,0.712244
4,2,0.100402,0.724550
4,2,0.108434,0.736717
4,2,0.116466,0.748740
4,2,0.124498,0.760615
4,2,0.132530,0.772337
4,2,0.140562,0.783899
4,2,0.148594,0.795296
4,2,0.156627,0.806524
4,2,0.164659,0.817577
4,2,0.172691,0.828450
4,2,0.180723,0.839138
4,2,0.188755,0.849635
4,2,0.196787,0.859936
4,2,0.204819,0.870036
4,2,0.212851,0.879929
4,2,0.220884,0.889611
4,2,0.228916,0.899076
4,2,0.236948,0.908319
4,2,0.244980,0.917335
4,2,0.253012,0.926118
4,2,0.261044,0.934663
4,2,0.269076,0.942965
4,2,0.277108,0.951018
4,2,0.285141,0.958819
4,2,0.293173,0.966360
4,2,0.301205,0.973637
4,2,0.309237,0.980645
4,2,0.317269,0.987378
4,2,0.325301,0.993832
4,2,0.333333,1.000000
4,2,0.341365,1.005878
4,2,0.349398,1.011461
4,2,0.357430,1.016742
4,2,0.365462,1.021718
4,2,0.373494,1.026382
4,2,0.381526,1.030730
4,2,0.389558,1.034756
4,2,0.397590,1.038455
4,2,0.405622,1.041822
4,2,0.413655,1.044851
4,2,0.421687,1.047537
4,2,0.429719,1.049875
4,2,0.437751,1.051860
4,2,0.445783,1.053487
4,2,0.453815,1.054749
4,2,0.461847,1.055643
4,2,0.469880,1.056163
4,2,0.477912,1.056302
4,2,0.485944,1.056058
4,2,0.493976,1.055423
4,2,0.502008,1.054393
4,2,0.510040,1.052962
4,2,0.518072,1.051126
4,2,0.526104,1.048878
4,2,0.534137,1.046215
4,2,0.542169,1.043130
4,2,0.550201,1.039618
4,2,0.558233,1.035674
4,2,0.566265,1.031293
4,2,0.574297,1.026470
4,2,0.582329,1.021198
4,2,0.590361,1.015474
4,2,0.598394,1.009292
4,2,0.606426,1.002646
4,2,0.614458,0.995532
4,2,0.622490,0.987943
4,2,0.630522,0.979875
4,2,0.638554,0.971323
4,2,0.646586,0.962281
4,2,0.654618,0.952745
4,2,0.662651,0.942708
4,2,0.670683,0.932165
4,2,0.678715,0.921112
4,2,0.686747,0.909543
4,2,0.694779,0.897453
4,2,0.702811,0.884836
4,2,0.710843,0.871688
4,2,0.718876,0.858003
4,2,0.726908,0.843776
4,2,0.734940,0.829001
4,2,0.742972,0.813674
4,2,0.751004,0.797788
4,2,0.759036,0.781340
4,2,0.767068,0.764323
4,2,0.775100,0.746733
4,2,0.783133,0.728563
4,2,0.791165,0.709810
4,2,0.799197,0.690467
4,2,0.807229,0.670529
4,2,0.815261,0.649992
4,2,0.823293,0.628850
4,2,0.831325,0.607097
4,2,0.839357,0.584728
4,2,0.847390,0.561739
4,2,0.855422,0.538123
4,2,0.863454,0.513877
4,2,0.871486,0.488993
4,2,0.879518,0.463468
4,2,0.887550,0.437296
4,2,0.895582,0.410471
4,2,0.903614,0.382989
4,2,0.911647,0.354844
4,2,0.919679,0.326030
4,2,0.927711,0.296544
4,2,0.935743,0.266379
4,2,0.943775,0.235530
4,2,0.951807,0.203992
4,2,0.959839,0.171760
4,2,0.967871,0.138828
4,2,0.975904,0.105191
4,2,0.983936,0.070845
4,2,0.991968,0.035783
4,2,1.000000,-0.000000
4,3,-1.000000,0.000000
4,3,-0.991968,0.003944
4,3,-0.983936,0.007744
4,3,-0.975904,0.011403
4,3,-0.967871,0.014922
4,3,-0.959839,0.018302
4,3,-0.951807,0.021546
4,3,-0.943775,0.024656
4,3,-0.935743,0.027633
4,3,-0.927711,0.030478
4,3,-0.919679,0.033194
4,3,-0.911647,0.035783
4,3,-0.903614,0.038245
4,3,-0.895582,0.040583
4,3,-0.887550,0.042799
4,3,-0.879518,0.044894
4,3,-0.871486,0.046871
4,3,-0.863454,0.048730
4,3,-0.855422,0.050473
4,3,-0.847390,0.052103
4,3,-0.839357,0.053621
4,3,-0.831325,0.055029
4,3,-0.823293,0.056329
4,3,-0.815261,0.057521
4,3,-0.807229,0.058609
4,3,-0.799197,0.059594
4,3,-0.791165,0.060477
4,3,-0.783133,0.061261
4,3,-0.775100,0.061946
4,3,-0.767068,0.062536
4,3,-0.759036,0.063030
4,3,-0.751004,0.063433
4,3,-0.742972,0.063744
4,3,-0.734940,0.063966
4,3,-0.726908,0.064101
4,3,-0.718876,0.064150
4,3,-0.710843,0.064115
4,3,-0.702811,0.063998
4,3,-0.694779,0.063800
4,3,-0.686747,0.063524
4,3,-0.678715,0.063170
4,3,-0.670683,0.062742
4,3,-0.662651,0.062240
4,3,-0.654618,0.061666
4,3,-0.646586,0.061023
4,3,-0.638554,0.060311
4,3,-0.630522,0.059533
4,3,-0.622490,0.058690
4,3,-0.614458,0.057784
4,3,-0.606426,0.056817
4,3,-0.598394,0.055790
4,3,-0.590361,0.054706
4,3,-0.582329,0.053565
4,3,-0.574297,0.052371
4,3,-0.566265,0.051124
4,3,-0.558233,0.049826
4,3,-0.550201,0.048480
4,3,-0.542169,0.047086
4,3,-0.534137,0.045646
4,3,-0.526104,0.044163
4,3,-0.518072,0.042638
4,3,-0.510040,0.041073
4,3,-0.502008,0.039469
4,3,-0.493976,0.037829
4,3,-0.485944,0.036153
4,3,-0.477912,0.034445
4,3,-0.469880,0.032704
4,3,-0.461847,0.030935
4,3,-0.453815,0.029137
4,3,-0.445783,0.027313
4,3,-0.437751,0.025464
4,3,-0.429719,0.023593
4,3,-0.421687,0.021700
4,3,-0.413655,0.019789
4,3,-0.405622,0.017860
4,3,-0.397590,0.015915
4,3,-0.389558,0.013956
4,3,-0.381526,0.011985
4,3,-0.373494,0.010004
4,3,-0.365462,0.008013
4,3,-0.357430,0.006016
4,3,-0.349398,0.004014
4,3,-0.341365,0.002008
4,3,-0.333333,-0.000000
4,3,-0.325301,-0.002008
4,3,-0.317269,-0.004014
4,3,-0.309237,-0.006016
4,3,-0.301205,-0.008013
4,3,-0.293173,-0.010004
4,3,-0.285141,-0.011985
4,3,-0.277108,-0.013956
4,3,-0.269076,-0.015915
4,3,-0.261044,-0.017860
4,3,-0.253012,-0.019789
4,3,-0.244980,-0.021700
4,3,-0.236948,-0.023593
4,3,-0.228916,-0.025464
4,3,-0.220884,-0.027313
4,3,-0.212851,-0.029137
4,3,-0.204819,-0.030935
4,3,-0.196787,-0.032704
4,3,-0.188755,-0.034445
4,3,-0.180723,-0.036153
4,3,-0.172691,-0.037829
4,3,-0.164659,-0.039469
4,3,-0.156627,-0.041073
4,3,-0.148594,-0.042638
4,3,-0.140562,-0.044163
4,3,-0.132530,-0.045646
4,3,-0.124498,-0.047086
4,3,-0.116466,-0.048480
4,3,-0.108434,-0.049826
4,3,-0.100402,-0.051124
4,3,-0.092369,-0.052371
4,3,-0.084337,-0.053565
4,3,-0.076305,-0.054706
4,3,-0.068273,-0.055790
4,3,-0.060241,-0.056817
4,3,-0.052209,-0.057784
4,3,-0.044177,-0.058690
4,3,-0.036145,-0.059533
4,3,-0.028112,-0.060311
4,3,-0.020080,-0.061023
4,3,-0.012048,-0.061666
4,3,-0.004016,-0.062240
4,3,0.004016,-0.062742
4,3,0.012048,-0.063170
4,3,0.020080,-0.063524
4,3,0.028112,-0.063800
4,3,0.036145,-0.063998
4,3,0.044177,-0.064115
4,3,0.052209,-0.064150
4,3,0.060241,-0.064101
4,3,0.068273,-0.063966
4,3,0.076305,-0.063744
4,3,0.084337,-0.063433
4,3,0.092369,-0.063030
4,3,0.100402,-0.062536
4,3,0.108434,-0.061946
4,3,0.116466,-0.061261
4,3,0.124498,-0.060477
4,3,0.132530,-0.059594
4,3,0.140562,-0.058609
4,3,0.148594,-0.057521
4,3,0.156627,-0.056329
4,3,0.164659,-0.055029
4,3,0.172691,-0.053621
4,3,0.180723,-0.052103
4,3,0.188755,-0.050473
4,3,0.196787,-0.048730
4,3,0.204819,-0.046871
4,3,0.212851,-0.044894
4,3,0.220884,-0.042799
4,3,0.228916,-0.040583
4,3,0.236948,-0.038245
4,3,0.244980,-0.035783
4,3,0.253012,-0.033194
4,3,0.261044,-0.030478
4,3,0.269076,-0.027633
4,3,0.277108,-0.024656
4,3,0.285141,-0.021546
4,3,0.293173,-0.018302
4,3,0.301205,-0.014922
4,3,0.309237,-0.011403
4,3,0.317269,-0.007744
4,3,0.325301,-0.003944
4,3,0.333333,0.000000
4,3,0.341365,0.004089
4,3,0.349398,0.008325
4,3,0.357430,0.012709
4,3,0.365462,0.017244
4,3,0.373494,0.021931
4,3,0.381526,0.026772
4,3,0.389558,0.031769
4,3,0.397590,0.036923
4,3,0.405622,0.042236
4,3,0.413655,0.047710
4,3,0.421687,0.053347
4,3,0.429719,0.059148
4,3,0.437751,0.065115
4,3,0.445783,0.071250
4,3,0.453815,0.077555
4,3,0.461847,0.084031
4,3,0.469880,0.090681
4,3,0.477912,0.097505
4,3,0.485944,0.104506
4,3,0.493976,0.111685
4,3,0.502008,0.119044
4,3,0.510040,0.126586
4,3,0.518072,0.134311
4,3,0.526104,0.142221
4,3,0.534137,0.150318
4,3,0.542169,0.158605
4,3,0.550201,0.167081
4,3,0.558233,0.175751
4,3,0.566265,0.184614
4,3,0.574297,0.193674
4,3,0.582329,0.202930
4,3,0.590361,0.212387
4,3,0.598394,0.222044
4,3,0.606426,0.231905
4,3,0.614458,0.241969
4,3,0.622490,0.252241
4,3,0.630522,0.262720
4,3,0.638554,0.273410
4,3,0.646586,0.284310
4,3,0.654618,0.295425
4,3,0.662651,0.306754
4,3,0.670683,0.318300
4,3,0.678715,0.330065
4,3,0.686747,0.342050
4,3,0.694779,0.354258
4,3,0.702811,0.366689
4,3,0.710843,0.379346
4,3,0.718876,0.392230
4,3,0.726908,0.405343
4,3,0.734940,0.418687
4,3,0.742972,0.432264
4,3,0.751004,0.446075
4,3,0.759036,0.460122
4,3,0.767068,0.474407
4,3,0.775100,0.488932
4,3,0.783133,0.503698
4,3,0.791165,0.518707
4,3,0.799197,0.533961
4,3,0.807229,0.549462
4,3,0.815261,0.565210
4,3,0.823293,0.581209
4,3,0.831325,0.597460
4,3,0.839357,0.613965
4,3,0.847390,0.630724
4,3,0.855422,0.647741
4,3,0.863454,0.665017
4,3,0.871486,0.682553
4,3,0.879518,0.700352
4,3,0.887550,0.718414
4,3,0.895582,0.736743
4,3,0.903614,0.755339
4,3,0.911647,0.774204
4,3,0.919679,0.793341
4,3,0.927711,0.812750
4,3,0.935743,0.832434
4,3,0.943775,0.852394
4,3,0.951807,0.872633
4,3,0.959839,0.893151
4,3,0.967871,0.913950
4,3,0.975904,0.935034
4,3,0.983936,0.956402
4,3,0.991968,0.978057
4,3,1.000000,1.000000
